salary,pcsalary,sales,roe,pcroe,ros,indus,finance,consprod,utility,lsalary,lsales
780,17,1736,19.899999618530277,50.70000076293945,23,1,0,0,0,6.659294128417969,7.459338665008545
2327,10,3598.800048828125,28.100000381469727,-28.29999924,104,1,0,0,0,7.752335071563721,8.188355445861816
717,20,1413.5999755859375,25,-15.80000019,56,1,0,0,0,6.575075626373291,7.253894805908203
1368,9,13538,15,-8.800000191,-43,1,0,0,0,7.221105098724365,9.513256072998049
2028,185,69018,12.600000381469728,2.299999952316284,10,1,0,0,0,7.614805221557617,11.142122268676758
1195,2,6285,20.299999237060547,6.300000190734863,49,1,0,0,0,7.085901260375977,8.745921135
256,19,526.2999877929688,22.700000762939453,24.700000762939453,175,1,0,0,0,5.545177459716797,6.265871524810791
775,-10,3195.600098,14.800000190734863,-32.59999847,12,1,0,0,0,6.652863025665283,8.069530487060547
1407,80,2762.800048828125,13.199999809265137,-17.39999962,28,1,0,0,0,7.249215126037598,7.923999786376953
543,14,1873.0999755859373,10.300000190734863,-45,-58,1,0,0,0,6.297109127044678,7.5353498458862305
874,-10,4648.100098,17.700000762939453,-13.89999962,-6,1,0,0,0,6.773080348968506,8.444213867
1287,-3,16951,10,-1,-21,1,0,0,0,7.160068988800049,9.738081932067873
1248,16,3506.899902,15.600000381469728,5,54,0,1,0,0,7.129297733306885,8.162487983703613
875,-19,5333.100098,6.800000190734863,27.600000381469727,-8,0,1,0,0,6.774223804473877,8.581687927246094
925,-3,3296.199951171875,12.399999618530272,-56.90000153,-21,0,1,0,0,6.829793930053711,8.100525856018066
798,-6,2584,13.100000381469728,-50.5,10,0,1,0,0,6.682108402252197,7.857093811035156
760,14,834.4000244140625,15.800000190734863,3,55,0,1,0,0,6.6333184242248535,6.726712703704834
600,-41,4068.699951171875,12.800000190734863,-32,-6,0,1,0,0,6.396929740905762,8.311079025268555
991,18,2518.600098,15.300000190734863,13.300000190734863,65,0,1,0,0,6.898714542388916,7.831458568572998
1570,14,10465,0.5,977,36,0,1,0,0,7.358830929,9.255791664123535
911,1,2682.399902,16.5,31.5,23,0,1,0,0,6.814542770385742,7.894467353820801
1360,12,2688.199951171875,15.100000381469728,23,67,0,1,0,0,7.215240001678467,7.896626949310303
700,-53,6682.299805,13,5.800000190734863,53,0,1,0,0,6.551080226898193,8.807217597961426
741,-50,4879.899902,11.100000381469728,-77.69999695,-26,0,1,0,0,6.608000755310059,8.492879867553711
1097,143,2772.100098,8.899999618530273,595.5999755859375,20,0,1,0,0,7.000334263,7.927360534667969
953,15,1320.4000244140625,17.5,-4.300000191,83,0,1,0,0,6.859614849090576,7.185689926147461
441,-7,3408.5,15.899999618530272,-10,37,0,1,0,0,6.089045048,8.134027481079102
595,18,1919.699951171875,14.199999809265137,31.399999618530277,61,0,1,0,0,6.388561248779297,7.559924125671387
1067,1,19020.5,9.300000190734863,-37.79999924,4,0,1,0,0,6.972606182098389,9.853272438049316
1298,3,4778.299805,9.5,-26.70000076,-2,0,1,0,0,7.168580055236816,8.471839904785156
1798,-31,24332,15.5,-59.5,2,0,1,0,0,7.494430065155029,10.099547386169434
4143,-10,2678.399902,14.399999618530272,-12.80000019,42,0,1,0,0,8.329174995422363,7.892974853515625
1336,8,4481,11.100000381469728,10.800000190734863,15,0,1,0,0,7.197435379,8.407601356506348
1750,11,14932.09961,15.899999618530272,-7.800000191,62,0,1,0,0,7.467370986938477,9.611268043518066
912,15,2626.399902,16.399999618530273,0.3000000119209289,70,0,1,0,0,6.815639972686768,7.873369216918945
1892,-16,2659.5,8.600000381469727,-1.399999976,126,0,1,0,0,7.545389652252197,7.885893345
833,19,1073.199951171875,24.600000381469727,14.399999618530272,51,0,1,0,0,6.725033760070801,6.978400230407715
1142,-12,2577.300048828125,15.399999618530272,-22.39999962,56,0,1,0,0,7.040536403656006,7.854497433
1159,13,4293.799805,16.899999618530273,2.5999999046325684,107,0,1,0,0,7.055312633514404,8.364927291870117
1283,16,18164,7.199999809265137,-47.29999924,14,0,1,0,0,7.156956195831299,9.807196617126465
2109,42,9944.400391,11.600000381469728,-42.20000076,23,0,1,0,0,7.653969287872314,9.20476532
1039,-21,12719,26.399999618530277,43.400001525878906,264,0,1,0,0,6.946013927459717,9.450852394104004
992,42,1931.5999755859373,21.399999618530277,-9.199999809,52,0,1,0,0,6.899723052978516,7.566103935241699
1253,4,2993.199951171875,19.200000762939453,1.899999976158142,74,0,1,0,0,7.133296012878418,8.004097938537598
721,9,2127.199951171875,15.100000381469728,-22.29999924,101,0,1,0,0,6.580639362335205,7.662561893463135
1351,4,4211.899902,9,-18,-4,0,1,0,0,7.2086005210876465,8.345668793
1391,25,8489.599609,9.399999618530272,-27.29999924,26,0,1,0,0,7.237778186798096,9.046597480773926
1245,25,12222.7998,19,-20.89999962,52,0,1,0,0,7.126890659332275,9.411058426
1550,0,11213.40039,3.5,-55.40000153,6,0,1,0,0,7.346010208129883,9.324864387512209
2150,-61,5869.600098,22.100000381469727,-38,68,0,1,0,0,7.673223019,8.677541732788086
1846,20,6193.799805,10.899999618530272,-14.69999981,6,0,1,0,0,7.520776271820068,8.731304168701172
573,8,3053.199951171875,15.100000381469728,-3.799999952,31,0,1,0,0,6.350885868,8.023945808410645
6640,4,8946,10.199999809265137,87.59999847,34,0,1,0,0,8.800867080688477,9.09896183
959,49,4045.199951171875,17.299999237060547,-7.800000191,51,0,1,0,0,6.865890979766846,8.305286407470703
612,39,3618.899902,33.29999923706055,-10.5,68,0,1,0,0,6.416732311248779,8.193924903869629
1820,69,1796.0999755859375,22.799999237060547,12.699999809265137,115,0,1,0,0,7.506591797,7.493372917175293
1411,2,6703.100098,11.100000381469728,-37.20000076,28,0,1,0,0,7.252053737640381,8.810325622558594
1026,6,2170.300048828125,12.399999618530272,134.60000610351562,162,0,1,0,0,6.933423042297363,7.682620525360107
1287,-12,4674,20.899999618530277,84.19999694824219,-47,0,0,0,1,7.160068988800049,8.449770927
800,162,3372,6.699999809265137,29,60,0,0,0,1,6.684611797332764,8.123261451721191
1115,-9,8205,7.099999904632568,13.899999618530272,23,0,0,0,1,7.0166096687316895,9.012498856
1631,33,4617,11.800000190734863,227,75,0,0,0,1,7.396948814,8.4375
1910,23,6964,14,2.700000047683716,43,0,0,0,1,7.554858684539795,8.848508834838867
996,-3,6623,10.100000381469728,-63.59999847,10,0,0,1,0,6.903747081756592,8.798303604125977
918,-35,29797,6.400000095367432,-95,-28,0,0,1,0,6.822197437286377,10.302163124084473
1261,21,5225.5,12.399999618530272,-54.90000153,1,0,0,1,0,7.139660358428955,8.561306
1053,-8,3639,17.600000381469727,-22.29999924,5,0,0,1,0,6.959398746490479,8.199463844299316
1221,-43,97649.89844,15.100000381469728,-85.19999695,-7,0,0,1,0,7.107425689697266,11.489144325256348
1738,19,10743.59961,23.600000381469727,11.5,36,0,0,1,0,7.460490226745605,9.282065391540527
3142,15,10236.2998,35.70000076293945,27.200000762939453,155,0,0,1,0,8.052615166,9.233695030212402
1900,26,17802.69922,23.200000762939453,-7.800000191,142,0,0,1,0,7.549609184265137,9.787105560302734
427,21,6158.700195,12.399999618530272,-17.70000076,95,0,0,1,0,6.056784152984619,8.725621223449707
1700,8,6775.200195,44.400001525878906,37.70000076293945,61,0,0,1,0,7.438383579,8.821023941040039
360,103,298.70001220703125,2.0999999046325684,23.100000381469727,302,0,0,1,0,5.886104106903076,5.699440002441406
459,9,785.2999877929688,18.399999618530277,-43.09999847,5,0,0,1,0,6.129050254821777,6.666065692901611
1340,5,1368.5999755859375,16.100000381469727,12.600000381469728,115,0,0,1,0,7.200424671173096,7.221543788909912
729,25,2066.100098,15.100000381469728,-8.399999619,52,0,0,1,0,6.591673851013184,7.633418083190918
223,-6,181.5,22.700000762939453,32.599998474121094,295,0,0,1,0,5.407171726226807,5.201255798339844
2101,25,10300,23.399999618530277,46.900001525878906,76,0,0,1,0,7.6501688957214355,9.239899635
1082,28,11232,25.700000762939453,-2.400000095,101,0,0,1,0,6.986566543579102,9.326521873
1781,31,5191.600098,27,141,98,0,0,1,0,7.484930515289307,8.554797172546387
791,18,976.7000122070312,19.899999618530277,-13.19999981,89,0,0,1,0,6.673297882080078,6.884179592132568
2092,-11,7671.5,43.70000076293945,8.5,80,0,0,1,0,7.645875930786133,8.945267677307129
1573,10,6406,16.399999618530273,-11.5,87,0,0,1,0,7.360739707946777,8.764990807
1045,9,2917.399902,11.600000381469728,-98.90000153,203,0,0,1,0,6.951772212982178,7.978447914123535
1694,12,3322.899902,24.799999237060547,23.899999618530277,100,0,0,1,0,7.434847831726074,8.108592987060547
453,20,175.1999969482422,26.200000762939453,35.599998474121094,418,0,0,1,0,6.115891933441162,5.165928363800049
1130,1,1686.300048828125,44.5,3.400000095367432,99,0,0,1,0,7.029973030090332,7.430292129516602
1334,13,514.0999755859375,22.299999237060547,62.400001525878906,358,0,0,1,0,7.195937156677246,6.242417812347412
1344,13,3032.699951171875,22.299999237060547,62.400001525878906,36,0,0,1,0,7.203405380249023,8.017208099365234
1585,5,4686.899902,35.099998474121094,2.200000047683716,111,0,0,1,0,7.368339538574219,8.452527046203613
1946,45,8388.099609,13.100000381469728,5.900000095367432,88,0,0,1,0,7.573531150817871,9.03456974
1619,9,7632.799805,11,22.600000381469727,32,0,0,1,0,7.389564037322998,8.940210342407227
1620,12,17453.80078,19.399999618530277,-12.80000019,128,0,0,1,0,7.390181541442871,9.767313004
967,-27,5781.100098,28.5,-11,119,0,0,1,0,6.8741984367370605,8.662349700927734
1431,0,6896.200195,43.900001525878906,3.5,110,0,0,1,0,7.266129016876221,8.838726043701172
1231,9,6503.100098,26.799999237060547,19.799999237060547,84,0,0,1,0,7.115581989,8.780034065246582
770,-4,2715.600098,15.699999809265137,-2.5,63,0,0,1,0,6.646390438079834,7.906768321990967
1594,53,2761.899902,15,27.799999237060547,85,0,0,1,0,7.374001979827881,7.923674107
1568,47,5181.399902,28.200000762939453,-19.10000038,55,0,0,1,0,7.357556343078613,8.552830696105957
995,15,1323,15.399999618530272,74.59999847,195,0,0,1,0,6.902742862701416,7.187657356262207
1077,-16,5296,20,27.5,36,0,0,1,0,6.981934547424316,8.574707031
1161,9,7177,42.20000076293945,-2.799999952,68,0,0,1,0,7.057036876678467,8.878636360168457
1401,1,12183.5,19.600000381469727,-2.099999905,93,0,0,1,0,7.244941711425781,9.407837867736816
1127,4,7863.5,16.200000762939453,26,152,0,0,1,0,7.027314663,8.969986915588379
3068,-14,3825.600098,21.5,-27.60000038,142,0,0,1,0,8.028780937194824,8.249470710754395
730,7,1110.5999755859375,29.5,20.5,60,0,0,1,0,6.593044757843018,7.012655735015869
729,-10,1391.300048828125,22.600000381469727,-17.20000076,32,0,0,1,0,6.591673851013184,7.2379937171936035
11233,17,6047.899902,22.899999618530277,9.899999618530272,74,0,0,1,0,9.326611518859863,8.707466125488281
949,-11,18908,13,-46.70000076,-3,0,0,1,0,6.855408668518066,9.847340584
3646,-11,3921.5,7.800000190734863,-64.19999695,29,0,0,1,0,8.201385498046875,8.274229049682617
1502,212,3453.800048828125,48.09999847412109,35.099998474121094,28,0,0,1,0,7.314552783966064,8.147230148
807,10,1558.5,18,-1,49,0,0,1,0,6.693323612213135,7.351479053497314
713,8,962.7999877929688,18,7.599999904632568,81,0,0,1,0,6.569481372833252,6.869845867156982
1489,0,25848,21.700000762939453,380.6000061035156,114,0,0,1,0,7.305860042572021,10.159988403320312
736,73,631.5,21.299999237060547,60.79999923706055,71,0,0,1,0,6.601230144500732,6.4480977058410645
1226,53,1728.9000244140625,26.899999618530277,-7.099999905,84,0,0,1,0,7.111512184143066,7.455240726470947
543,112,2669.300048828125,30.5,24.899999618530277,323,0,0,1,0,6.297109127044678,7.889571666717529
14822,1,2159.199951171875,19.399999618530277,-37.29999924,17,0,0,1,0,9.603867530822754,7.677493095397949
890,-18,2612.600098,15.600000381469728,-49,-14,0,0,1,0,6.791221618652344,7.868101119995117
1627,6,8270.299805,19.399999618530277,-3.700000048,104,0,0,1,0,7.394493103027344,9.020425796508787
2408,28,44323,29.100000381469727,9.800000190734863,160,0,0,1,0,7.7865519523620605,10.699258804321287
2248,6,764.7000122070312,40.79999923706055,44.400001525878906,191,0,0,1,0,7.717796325683594,6.639483451843262
787,20,5167.5,13.699999809265137,-4,34,0,0,0,1,6.668228149414063,8.550144196
474,-5,2159.300048828125,11.100000381469728,-58.20000076,16,0,0,0,1,6.161207199,7.677539348602295
439,7,2617.100098,10.800000190734863,-16.10000038,65,0,0,0,1,6.084499359130859,7.869822025299072
465,11,2367.699951171875,5.099999904632568,-25,43,0,0,0,1,6.142037391662598,7.769674301147461
594,33,2744,12.300000190734863,-12.19999981,76,0,0,0,1,6.3868794441223145,7.917171955108643
688,-6,2357.899902,7.400000095367432,-9.699999809,33,0,0,0,1,6.533788681030273,7.765526772
607,12,5262,6.199999809265137,-94.80000305,59,0,0,0,1,6.408528804779053,8.568266868591309
634,44,5738.899902,12.699999809265137,-7,38,0,0,0,1,6.452048778533936,8.655022621154785
532,2,2714.899902,10.600000381469728,-21.20000076,35,0,0,0,1,6.276643276,7.906510353088379
441,39,3306.699951171875,7.400000095367432,13,150,0,0,0,1,6.089045048,8.103706359863281
694,18,3532.5,12.600000381469728,-13.80000019,37,0,0,0,1,6.542471885681152,8.169760704040527
520,-6,3681.5,12.800000190734863,-7.699999809,64,0,0,0,1,6.253829002380371,8.211075782775879
757,12,3982.100098,2.900000095367432,45.400001525878906,197,0,0,0,1,6.629363059997559,8.289565086364746
668,30,2996,13.5,-3.299999952,81,0,0,0,1,6.504288196563721,8.005033493041992
803,18,4178.600098,10.699999809265137,-29.89999962,52,0,0,0,1,6.688354492,8.337731361
500,3,2616.300048828125,11.899999618530272,-1.299999952,25,0,0,0,1,6.214608192443848,7.869516372680664
552,-5,2064.5,12.899999618530272,-16.79999924,37,0,0,0,1,6.3135480880737305,7.632643222808838
412,-5,2225.5,10.100000381469728,-27.39999962,13,0,0,0,1,6.021023273468018,7.707736968994141
1100,58,9470.099609,7.300000190734863,76.59999847,82,0,0,0,1,7.003065586090088,9.155894279
959,26,3783.199951171875,14.600000381469728,5,65,0,0,0,1,6.865890979766846,8.238325119018555
333,34,2388.699951171875,13.800000190734863,6.5,59,0,0,0,1,5.808142662,7.778504371643066
503,-19,3705.199951171875,8.899999618530273,-96.80000305,29,0,0,0,1,6.220590114593506,8.217492104
448,-8,1411.699951171875,14,-33.5,14,0,0,0,1,6.104793071746826,7.252550125
732,7,4800.100098,12.899999618530272,-11.19999981,36,0,0,0,1,6.595780372619629,8.476391792297363
720,8,1771.9000244140625,14.5,13.600000381469728,78,0,0,0,1,6.579251289367676,7.479807854
808,-16,7198.5,14.699999809265137,7.400000095367432,49,0,0,0,1,6.694561958312988,8.881628036499023
930,10,1509.0999755859375,9,20.5,131,0,0,0,1,6.835184574127197,7.319268703460693
525,3,1097.0999755859375,15.5,20.100000381469727,72,0,0,0,1,6.263398170471191,7.000425815582275
658,32,4542.600098,12.100000381469728,-7.800000191,68,0,0,0,1,6.489204884,8.421255111694336
555,6,2023,13.699999809265137,-14.60000038,60,0,0,0,1,6.318968296051025,7.612336636
626,0,1442.5,14.399999618530272,-10.19999981,62,0,0,0,1,6.439350605010986,7.274133205413818
